0.5750838,0.65252596,1.836328e-08,0.60324484,0.6211368,-0.026798237,0.6132439,0.55181867,-0.037949946,0.58491343,0.50346875,-0.04676961,0.54779595,0.48548928,-0.053960815,0.608656,0.46744215,-0.018660964,0.60417134,0.38282508,-0.035177715,0.60272586,0.3302831,-0.04637765,0.59975344,0.28807718,-0.054527577,0.57636,0.47313708,-0.016651336,0.5789509,0.43780345,-0.045896914,0.5845016,0.49139017,-0.0549807,0.5853523,0.5245079,-0.05331969,0.54916376,0.49049243,-0.017264389,0.54857916,0.4632118,-0.045316163,0.5596732,0.5066261,-0.04225095,0.5629452,0.5308544,-0.032097265,0.5245178,0.51487803,-0.020136405,0.5220732,0.4803262,-0.038091663,0.53411436,0.5023306,-0.031239297,0.5398975,0.52144235,-0.02053473,1
0.5634949,0.6544266,1.7405126e-08,0.59115016,0.6142695,-0.023324788,0.5979666,0.54745793,-0.03361953,0.56787694,0.50285804,-0.042511087,0.5322832,0.48654002,-0.049927205,0.59670943,0.4708565,-0.017641217,0.5916057,0.3868477,-0.03327656,0.58726007,0.33596486,-0.04419369,0.5824129,0.29387772,-0.052458446,0.564471,0.47752643,-0.017461933,0.5636087,0.44015786,-0.046166223,0.5694281,0.48943767,-0.055825073,0.5739425,0.52363497,-0.055162672,0.5369201,0.4958011,-0.01938668,0.5320696,0.46144897,-0.0453205,0.5435887,0.4998769,-0.042953886,0.55071104,0.52670527,-0.03409979,0.5124588,0.52159876,-0.02350294,0.505585,0.48313305,-0.04000411,0.5180854,0.4980914,-0.03465153,0.5288917,0.5174189,-0.025730964,1
0.5583578,0.65380514,1.2740725e-08,0.5823644,0.61377716,-0.023979178,0.5890627,0.54589987,-0.034341432,0.5571175,0.49990234,-0.043194868,0.52012974,0.48318252,-0.050303694,0.5862385,0.46675104,-0.014968563,0.58059955,0.38457125,-0.030647015,0.577769,0.335442,-0.041067492,0.5739147,0.2939028,-0.048704706,0.55368865,0.47298318,-0.014458585,0.553731,0.43451446,-0.042863462,0.5615532,0.48717737,-0.051709153,0.5657053,0.52040136,-0.04985553,0.5268462,0.49082312,-0.016424386,0.52304715,0.4628388,-0.04394532,0.5357957,0.5053823,-0.041326784,0.542048,0.5298155,-0.03121962,0.5034735,0.5155704,-0.020403687,0.49836835,0.47748297,-0.037061647,0.5104794,0.4964889,-0.030196244,0.51884186,0.51590014,-0.019630164,1
0.53633034,0.6525424,9.80742e-09,0.5638119,0.61691767,-0.026134737,0.5694979,0.5468934,-0.035048034,0.5350892,0.50379777,-0.041533876,0.4979135,0.48885658,-0.04599493,0.566084,0.4675527,-0.0137753645,0.5594953,0.38641426,-0.02776917,0.5556014,0.3366693,-0.03733756,0.5515977,0.29646224,-0.044461958,0.53341085,0.47471964,-0.011276592,0.53443074,0.43677622,-0.03870269,0.53986996,0.48701006,-0.048419148,0.543309,0.5218793,-0.047147643,0.50649315,0.49263015,-0.011498278,0.5031269,0.4614154,-0.038995318,0.5132106,0.5011776,-0.039254185,0.5179433,0.5271666,-0.031070229,0.48308,0.51700515,-0.01375325,0.476622,0.48039687,-0.032418337,0.48766205,0.49811205,-0.028750325,0.4957065,0.5181861,-0.020128774,1
0.52034587,0.65676814,2.4076973e-08,0.5460321,0.62481177,-0.026560847,0.55012584,0.5558265,-0.03603973,0.51640916,0.51256126,-0.04272703,0.47846833,0.49628043,-0.047559015,0.54597926,0.47364125,-0.016487854,0.53735924,0.3928547,-0.031997304,0.5310492,0.34178606,-0.042266447,0.5242599,0.29943693,-0.0499267,0.51508635,0.4800451,-0.014273556,0.509749,0.4415392,-0.041327335,0.51660997,0.49523255,-0.048701193,0.5224246,0.5293389,-0.046083644,0.4879717,0.4991208,-0.014967789,0.48199502,0.46896783,-0.04219264,0.49379545,0.5135963,-0.038188886,0.50008816,0.5374943,-0.027366519,0.4638089,0.52608615,-0.017881565,0.45855954,0.49041384,-0.035189893,0.4699212,0.51350486,-0.028012605,0.4761669,0.5324796,-0.017259859,1
0.48801142,0.6830079,1.0536045e-08,0.5098434,0.638533,-0.03030572,0.5071786,0.56737727,-0.037535153,0.46504644,0.5317375,-0.0407858,0.42679942,0.5244489,-0.04086123,0.4997801,0.4891614,-0.014186044,0.48630968,0.40776223,-0.029246733,0.47621134,0.36215186,-0.038841493,0.4680199,0.32106394,-0.04575375,0.46814024,0.501313,-0.010124804,0.45801607,0.46733254,-0.035057,0.4682293,0.5179636,-0.04192307,0.47944638,0.544545,-0.03939041,0.44161746,0.5230102,-0.010168047,0.4292928,0.49676025,-0.03738856,0.4455896,0.54094213,-0.036262285,0.45733494,0.55866045,-0.027052855,0.42066473,0.5521636,-0.0130088115,0.40924105,0.51946336,-0.02983916,0.42332417,0.5427101,-0.02418702,0.43306246,0.5617163,-0.014527426,1
0.4819224,0.69178784,1.3845755e-09,0.5021757,0.64679295,-0.031463265,0.49716276,0.5765985,-0.040328544,0.45635432,0.5434834,-0.045194,0.4180293,0.53375864,-0.046872646,0.48891,0.49461654,-0.016282177,0.47395718,0.4141961,-0.033012785,0.46358234,0.3673517,-0.043644257,0.4541535,0.32652253,-0.051159333,0.45771986,0.50753546,-0.01222451,0.44745153,0.4750032,-0.03937162,0.45841694,0.5284253,-0.046706565,0.46898076,0.5561913,-0.043862216,0.4309661,0.5308439,-0.012464045,0.42021352,0.5097729,-0.041321456,0.43612096,0.554735,-0.040597714,0.44647047,0.56988734,-0.031311154,0.40990975,0.56119233,-0.015526377,0.39960983,0.53313416,-0.03323882,0.41373017,0.55666745,-0.02794007,0.42312625,0.57226115,-0.018363187,1
0.48896354,0.6752701,2.5691216e-08,0.5131859,0.63619596,-0.029776061,0.5129121,0.5677367,-0.038396854,0.47171256,0.5321236,-0.043266505,0.43436274,0.5210019,-0.045196485,0.50572217,0.4871718,-0.01604835,0.49424094,0.40586734,-0.032335322,0.48491216,0.35911527,-0.04217691,0.47719565,0.31797552,-0.049127948,0.47482902,0.4971771,-0.01219362,0.467273,0.46320486,-0.038294204,0.47614834,0.5159307,-0.044425942,0.48551476,0.54343146,-0.04109133,0.44824904,0.5175592,-0.012300271,0.43978736,0.4931934,-0.039816506,0.454175,0.5399177,-0.03653548,0.46360648,0.5572494,-0.025894025,0.42629778,0.5457692,-0.015103755,0.4190187,0.5165244,-0.031675432,0.43242443,0.54296577,-0.024647487,0.4401173,0.5601225,-0.014049511,1
0.505598,0.65872455,2.6097362e-09,0.5336398,0.622924,-0.021358112,0.54107696,0.553279,-0.02785216,0.50611615,0.51136875,-0.032480456,0.46873456,0.49991286,-0.035408508,0.5346225,0.47920933,-0.013348711,0.5259274,0.39659607,-0.02569325,0.519654,0.34826702,-0.03329026,0.5127633,0.30630147,-0.039431542,0.50274694,0.4859931,-0.01300659,0.49944192,0.44989875,-0.037423186,0.5078351,0.50193375,-0.04451776,0.5118696,0.533237,-0.04250184,0.47635996,0.5041378,-0.014779479,0.47147664,0.47534698,-0.038899813,0.4861581,0.5184855,-0.036139518,0.49196512,0.54184616,-0.027062261,0.45310238,0.530208,-0.018389182,0.4450448,0.4932794,-0.033186026,0.46061805,0.5111401,-0.027097331,0.4710175,0.5280448,-0.01795292,1
0.5496806,0.6487314,5.3506137e-09,0.572743,0.6104414,-0.022295594,0.5818054,0.5409294,-0.03182906,0.55011106,0.49211127,-0.040031318,0.511982,0.47836584,-0.046395805,0.577181,0.46301913,-0.01208677,0.57074773,0.38187587,-0.025733039,0.5665654,0.3355129,-0.034840602,0.5615106,0.29392487,-0.04217992,0.5456486,0.46783078,-0.012279068,0.545989,0.43330553,-0.038353305,0.55342615,0.48754632,-0.045689344,0.5560814,0.51673454,-0.04358868,0.51894796,0.48510548,-0.014774839,0.51379734,0.45847592,-0.040922057,0.5265662,0.50541985,-0.035901416,0.5315948,0.52812517,-0.024879215,0.49459803,0.5101992,-0.019166265,0.49041605,0.47514126,-0.034789447,0.50154835,0.50125426,-0.025802113,0.5065539,0.52155125,-0.014199374,1
